Koefisien Variasi Harga Tingkat Produsen Tahun 2022-2024,,,,,
,,,,,
Kode Wilayah,Provinsi,Komoditas,Tahun,Bulan,Koefisien Variasi
14,Riau,Cabai Merah Keriting Tk. Petani,2024,Oktober,"10,09%"
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2024,Oktober,"8,81%"
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2024,Oktober,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2024,Oktober,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2024,Oktober,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2024,Oktober,"11,80%"
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2024,Oktober,"5,53%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2024,Oktober,"12,30%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2024,Oktober,"13,69%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2024,November,"5,76%"
51,Bali,Cabai Merah Keriting Tk. Petani,2024,November,
36,Banten,Cabai Merah Keriting Tk. Petani,2024,November,"8,57%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2024,November,"4,94%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2024,November,"15,20%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2024,November,
15,Jambi,Cabai Merah Keriting Tk. Petani,2024,November,"4,99%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2024,November,"2,66%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2024,November,"11,38%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2024,November,"12,34%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2024,November,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2024,November,"16,90%"
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2024,November,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2024,November,
18,Lampung,Cabai Merah Keriting Tk. Petani,2024,November,"8,57%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2024,November,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2024,November,
14,Riau,Cabai Merah Keriting Tk. Petani,2024,November,"5,12%"
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2024,November,"4,11%"
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2024,November,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2024,November,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2024,November,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2024,November,"10,33%"
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2024,November,"6,31%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2024,November,"12,06%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2024,November,"3,91%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2024,Desember,"30,05%"
51,Bali,Cabai Merah Keriting Tk. Petani,2024,Desember,
36,Banten,Cabai Merah Keriting Tk. Petani,2024,Desember,"33,23%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2024,Desember,"30,87%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2024,Desember,"59,93%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2024,Desember,
15,Jambi,Cabai Merah Keriting Tk. Petani,2024,Desember,"27,30%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2024,Desember,"37,67%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2024,Desember,"47,62%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2024,Desember,"52,89%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2024,Desember,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2024,Desember,"3,56%"
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2024,Desember,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2024,Desember,
18,Lampung,Cabai Merah Keriting Tk. Petani,2024,Desember,"38,07%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2024,Desember,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2024,Desember,
14,Riau,Cabai Merah Keriting Tk. Petani,2024,Desember,"41,20%"
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2024,Desember,"34,98%"
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2024,Desember,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2024,Desember,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2024,Desember,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2024,Desember,"4,72%"
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2024,Desember,"26,51%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2024,Desember,"35,93%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2024,Desember,"22,93%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Januari,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Januari,"33,46%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Januari,"27,36%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Januari,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Januari,"30,74%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Januari,"55,09%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Januari,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Januari,"22,66%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Januari,"25,78%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Januari,"28,09%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Januari,"14,98%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Januari,"23,59%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Januari,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Januari,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Januari,"28,97%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Januari,"30,93%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Januari,"6,63%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Januari,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Januari,
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Januari,"20,81%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Januari,"51,96%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Januari,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Januari,"50,62%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Januari,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Januari,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Januari,"6,78%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Februari,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Februari,"36,59%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Februari,"31,20%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Februari,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Februari,"29,45%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Februari,"29,81%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Februari,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Februari,"22,96%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Februari,"27,94%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Februari,"29,27%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Februari,"17,62%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Februari,"39,46%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Februari,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Februari,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Februari,"8,58%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Februari,"33,67%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Februari,"10,95%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Februari,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Februari,"40,33%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Februari,"9,58%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Februari,"20,67%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Februari,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Februari,"27,38%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Februari,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Februari,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Februari,"24,94%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Maret,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Maret,"19,92%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Maret,"21,63%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Maret,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Maret,"35,30%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Maret,"18,36%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Maret,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Maret,"20,85%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Maret,"29,56%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Maret,"29,98%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Maret,"4,34%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Maret,"7,13%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Maret,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Maret,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Maret,"8,95%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Maret,"16,99%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Maret,"4,65%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Maret,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Maret,"27,30%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Maret,"9,05%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Maret,"7,33%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Maret,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Maret,"21,78%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Maret,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Maret,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Maret,"11,75%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,April,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,April,"8,83%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,April,"17,14%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,April,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,April,"18,88%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,April,"27,33%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,April,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,April,"7,69%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,April,"7,89%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,April,"8,48%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,April,"2,88%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,April,"7,25%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,April,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,April,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,April,"17,46%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,April,"8,06%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,April,"5,94%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,April,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,April,"27,08%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,April,"7,90%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,April,"21,92%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,April,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,April,"13,69%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,April,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,April,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,April,"15,30%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Mei,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Mei,"11,24%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Mei,"10,47%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Mei,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Mei,"17,90%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Mei,"6,47%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Mei,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Mei,"8,00%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Mei,"8,71%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Mei,"9,13%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Mei,"0,00%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Mei,"11,29%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Mei,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Mei,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Mei,"11,04%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Mei,"4,92%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Mei,"5,61%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Mei,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Mei,"8,76%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Mei,"6,69%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Mei,"10,22%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Mei,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Mei,"5,49%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Mei,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Mei,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Mei,"9,62%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Juni,"1,35%"
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Juni,"10,82%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Juni,"12,32%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Juni,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Juni,"15,40%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Juni,"26,24%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Juni,"24,96%"
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Juni,"5,84%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Juni,"7,39%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Juni,"9,19%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Juni,"0,00%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Juni,"10,72%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Juni,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Juni,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Juni,"8,11%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Juni,"4,34%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Juni,"2,76%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Juni,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Juni,"17,69%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Juni,"6,51%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Juni,"20,04%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Juni,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Juni,"11,89%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Juni,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Juni,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Juni,"10,94%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Juli,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Juli,"28,74%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Juli,"35,00%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Juli,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Juli,"24,04%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Juli,"22,88%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Juli,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Juli,"31,39%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Juli,"27,09%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Juli,"28,00%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Juli,"9,03%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Juli,"12,35%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Juli,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Juli,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Juli,
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Juli,"19,42%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Juli,"3,57%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Juli,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Juli,"24,89%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Juli,"9,91%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Juli,"9,71%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Juli,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Juli,"5,84%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Juli,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Juli,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Juli,"6,36%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Agustus,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Agustus,"26,56%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Agustus,"27,33%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Agustus,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Agustus,"30,56%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Agustus,"12,81%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Agustus,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Agustus,"21,76%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Agustus,"25,61%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Agustus,"25,14%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Agustus,"0,00%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Agustus,"5,09%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Agustus,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Agustus,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Agustus,
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Agustus,"19,65%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Agustus,"5,29%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Agustus,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Agustus,"13,07%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Agustus,"9,89%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Agustus,"5,04%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Agustus,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Agustus,"9,21%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Agustus,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Agustus,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Agustus,"3,64%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,September,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,September,"8,03%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,September,"15,45%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,September,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,September,"7,14%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,September,"10,45%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,September,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,September,"5,60%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,September,"7,96%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,September,"4,66%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,September,"3,18%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,September,"11,59%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,September,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,September,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,September,
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,September,"4,64%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,September,"5,67%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,September,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,September,"4,55%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,September,"6,95%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,September,"8,09%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,September,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,September,"5,37%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,September,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,September,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,September,"10,04%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,Oktober,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,Oktober,"6,40%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,Oktober,"22,94%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,Oktober,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,Oktober,"11,26%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,Oktober,"20,09%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,Oktober,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,Oktober,"4,48%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,Oktober,"6,84%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,Oktober,"6,32%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,Oktober,
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,Oktober,"8,05%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,Oktober,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,Oktober,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,Oktober,"5,44%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,Oktober,"5,34%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2024,Oktober,"0,00%"
14,Riau,Cabai Rawit Merah Tk. Petani,2024,Oktober,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2024,Oktober,"14,42%"
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2024,Oktober,"4,20%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2024,Oktober,"14,49%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2024,Oktober,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2024,Oktober,"13,60%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2024,Oktober,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2024,Oktober,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2024,Oktober,"6,66%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2024,November,
51,Bali,Cabai Rawit Merah Tk. Petani,2024,November,"7,38%"
36,Banten,Cabai Rawit Merah Tk. Petani,2024,November,"21,07%"
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2024,November,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2024,November,"21,50%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2024,November,"20,55%"
15,Jambi,Cabai Rawit Merah Tk. Petani,2024,November,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2024,November,"7,16%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2024,November,"12,87%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2024,November,"10,33%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2024,November,
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2024,November,"10,75%"
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2024,November,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2024,November,
18,Lampung,Cabai Rawit Merah Tk. Petani,2024,November,"17,72%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2024,November,"6,66%"
